time_stamp,humidity,temperature,pressure
1710331800,50.2,87.8,973.648
1710352800,58.4,85.0,973.234
1710369600,58.0,85.8,974.232
1714653000,60.2,85.4,975.784
1711756800,66.8,84.8,978.674
1711813200,65.6,87.0,978.976
1709645400,64.4,86.6,975.324
1711999200,68.8,84.0,975.558
1712764800,69.8,83.2,975.76
1712707200,64.8,85.4,975.5
1710824400,36.0,99.25,973.535
1712370600,48.0,96.2,974.962
1710391800,44.0,96.8,973.45
1710402000,42.4,96.4,971.692
1710723600,51.6,87.6,975.908
1710003600,64.0,81.8,974.604
1713232200,52.0,93.8,976.966
1713227400,59.4,87.6,976.958
1713235200,43.8,97.8,976.212
1713285600,61.0,85.4,974.95
1711707600,54.4,91.2,975.676
1711690800,46.6,96.4,975.95
1710915600,30.6,104.6,972.964
1710957000,64.0,85.2,974.928
1710973800,64.0,84.2,975.136
1710915000,31.4,103.8,973.09
1712192400,61.6,89.6,975.5
1712256000,67.6,84.0,973.438
1712686200,69.8,83.2,974.89
1712681400,69.2,83.8,975.236
1710106200,65.2,83.0,974.78
1709850600,66.4,84.6,972.514
1709920200,66.0,85.0,972.94
1712456400,47.4,95.6,973.746
1712524200,66.0,86.0,973.434
1712476200,49.4,97.2,970.35
1713019200,70.0,85.8,977.06
1712999400,71.0,85.0,973.336
1712994000,70.8,86.4,973.044
1710524400,66.0,84.0,975.822
1712085000,68.2,82.8,974.538
1712091000,68.6,82.4,974.314
1712051400,59.8,89.0,973.654
1713063600,51.6,95.0,976.296
1713106200,69.0,85.0,978.314
1713090000,62.0,88.0,975.446
1712182800,68.2,85.0,975.164
1712138400,57.4,90.2,972.58
1709688000,57.4,91.0,974.216
1709691000,52.6,95.0,973.742
1709722800,64.4,87.0,973.142
1710204000,56.8,90.2,975.668
1710261000,50.8,87.0,974.766
1710233400,39.8,96.0,971.924
1714107600,42.4,101.6,972.436
1714126200,67.0,87.0,972.424
1714175400,66.2,86.0,974.602
1714089600,67.0,84.0,974.8
1712883600,64.6,87.0,975.942
1713329400,48.4,95.2,974.322
1713353400,67.0,85.0,975.69
1711010400,60.6,86.6,972.924
1713433800,58.6,89.0,973.862
1713479400,66.6,82.0,974.2
1710646800,46.6,95.6,974.246
1710669000,56.0,89.0,972.332
1710556200,47.0,92.6,976.722
1710589200,63.8,87.0,975.196
1710566400,39.2,99.0,974.582
1713516600,69.2,85.0,972.25
1710194400,66.0,83.6,974.166
1714296000,58.0,90.0,974.212
1713831000,63.8,86.8,974.342
1714552200,50.2,95.2,970.998
1713787200,64.2,86.2,974.41
1713792600,64.0,85.8,975.52
1714223400,65.0,87.2,975.86
1713702600,64.6,87.0,975.59
1713691200,57.4,90.0,973.722
1713679800,49.0,97.8,972.398
1714377600,46.6,97.2,972.456
1714431600,63.8,85.4,975.102
1714368600,46.0,99.0,973.456
1714374600,44.8,99.8,972.284
1710292200,50.4,90.6,974.82
1714612800,54.2,91.6,975.91
1711821000,67.2,84.8,978.448
1711766400,49.0,95.8,978.648
1709610600,40.2,101.6,973.622
1709651400,64.4,86.2,975.458
1709511000,64.0,87.2,976.158
1709594400,63.4,86.2,975.008
1709520000,49.2,96.0,976.07
1712768400,69.4,83.0,975.162
1712726400,45.0,101.0,973.7
1710831000,38.4,102.2,972.474
1710836400,38.6,102.6,972.422
1710845400,52.2,90.6,974.41
1710882600,64.0,81.0,974.866
1710886800,63.8,81.2,975.26
1712397000,51.0,93.4,972.368
1710781800,63.8,83.0,975.262
1710743400,36.6,100.4,972.45
1710726000,49.0,90.0,976.278
1711600200,43.0,99.8,976.764
1711587600,55.2,90.4,978.566
1711642800,64.6,84.0,978.754
1711641000,64.0,84.6,978.79
1710026400,65.0,82.2,975.854
1709985600,68.2,81.0,975.626
1710027000,66.0,82.4,976.072
1712808600,44.0,100.5,974.405
1713257400,43.0,99.6,973.672
1713247800,42.4,100.8,973.544
1711696800,40.8,101.2,974.748
1712344800,66.4,85.0,973.5
1713625800,65.8,86.6,975.364
1712612400,67.6,85.0,973.78
1712562600,52.0,96.4,970.894
1712556600,35.2,104.8,971.34
1709505600,65.2,85.0,975.49
1709490000,66.0,84.8,975.398
1711519800,36.6,101.0,976.554
1711576800,63.8,83.2,977.548
1712979000,46.6,97.8,974.522
1710471000,49.4,94.2,975.16
1710534600,64.6,84.2,975.362
1713117000,68.2,83.8,976.668
1711889400,64.0,86.4,977.596
1712181600,69.4,84.8,974.738
1709687400,59.0,90.8,974.274
1709734200,65.167,86.0,974.82
1710271200,52.4,86.6,972.772
1710270600,53.0,86.2,972.718
1710278400,56.0,85.8,973.376
1714096200,56.8,91.4,974.456
1712918400,62.4,89.0,973.776
1713390000,64.0,83.0,974.436
1713331200,48.8,94.4,973.874
1713400800,60.6,88.2,975.986
1713444000,69.4,83.0,975.918
1710688800,62.4,85.0,975.064
1710676200,57.8,86.8,974.078
1710684600,62.2,85.6,975.244
1711068600,57.8,90.6,976.276
1713562200,66.8,84.0,973.048
1710177000,65.0,85.8,974.312
1710168600,64.2,87.0,975.758
1710159000,63.0,87.6,975.266
1710160200,63.0,88.0,975.524
1713910200,67.0,84.0,973.55
1713858600,64.8,88.0,971.4
1714578600,61.0,87.0,975.452
1713773400,67.2,88.0,972.476
1714219200,64.4,88.0,975.256
1714243800,65.4,84.4,975.04
1713671400,53.2,95.0,974.136
1713682200,51.0,95.8,972.31
1714396200,57.2,86.0,975.44
1710336000,52.4,86.2,974.522
1714620600,45.4,97.2,974.972
1714609800,59.4,88.4,976.146
1711779600,41.8,102.2,975.678
1709656800,64.2,84.6,974.87
1709559000,63.0,86.8,976.14
1711984800,67.2,85.2,977.838
1712774400,70.0,83.0,974.962
1712769000,69.2,83.0,975.112
1710877200,64.0,82.0,974.528
1712437800,67.4,82.8,972.654
1710419400,68.2,82.4,975.966
1710777600,60.0,85.0,975.778
1710724800,51.4,88.2,976.158
1711612200,52.2,90.4,976.026
1709994000,64.2,82.0,976.396
1709977800,68.2,83.2,973.314
1712809200,46.2,99.8,974.448
1712855400,69.6,84.0,976.276
1713246600,40.6,102.2,973.732
1713253200,44.75,98.75,973.245
1711733400,66.0,85.0,978.258
1711676400,57.333,90.167,978.855
1711747200,68.2,83.0,977.692
1712340000,66.2,85.0,974.5
1712287800,40.2,98.8,974.15
1712290200,40.6,100.6,973.244
1713591600,46.2,100.8,971.668
1710933000,53.833,89.667,974.533
1710900600,42.0,92.6,975.978
1710903000,38.2,94.6,975.748
1710964800,65.2,84.0,974.328
1712680200,69.2,84.0,975.534
1712691000,69.8,82.4,974.394
1710090000,64.8,84.0,975.39
1709845800,66.0,85.0,972.178
1709871000,45.6,100.8,972.398
1709865600,50.4,96.2,973.696
1712459400,42.2,99.8,973.294
1711557000,62.0,85.0,978.94
1710545400,61.2,84.4,975.912
1710488400,47.8,95.4,972.562
1711489200,65.0,80.8,978.348
1711479000,63.8,82.4,978.418
1711455600,58.8,87.0,978.382
1711466400,61.6,85.6,979.366
1711494000,64.4,81.0,978.718
1713123600,69.0,83.0,975.89
1711848000,54.2,92.0,978.542
1711902600,65.0,87.0,977.72
1712187000,68.0,85.0,975.368
1712122800,43.8,102.2,973.182
1709763000,66.8,85.0,972.828
1710215400,48.2,96.0,974.316
1710277200,54.8,86.0,973.062
1714091400,64.6,85.6,974.606
1714143000,67.6,86.0,975.392
1710707400,65.4,81.0,973.946
1711074000,50.8,94.2,976.144
1711104600,58.8,89.0,974.092
1710616800,65.6,84.0,974.65
1710615000,65.2,83.8,974.554
1714318200,62.8,85.6,976.908
1713928200,48.4,98.0,974.578
1713961200,65.4,86.2,974.418
1713911400,67.2,84.4,973.674
1713906600,67.8,84.0,973.246
1713895800,67.4,85.0,973.518
1713893400,68.0,85.0,974.018
1714546800,45.6,98.2,971.018
1714572000,59.8,87.0,975.396
1713816600,66.4,84.6,973.196
1714249800,66.0,84.0,974.836
1714176000,65.8,87.0,974.722
1714248600,65.0,84.0,974.916
1714367400,46.6,98.2,973.726
1710318600,39.6,99.2,971.33
1710300600,46.4,92.2,974.538
1711764000,52.2,93.6,978.828
1711796400,62.8,88.0,976.802
1709628600,60.2,88.8,972.322
1709676600,65.75,84.0,974.0
1709655600,65.2,85.6,974.944
1709677800,66.0,84.6,974.128
1709543400,58.0,90.0,973.446
1711990200,69.0,84.0,976.968
1711995600,68.2,84.0,975.778
1712776800,71.2,82.0,974.812
1712422800,68.0,85.0,974.05
1712389800,39.2,100.4,971.334
1712416800,67.0,85.6,974.618
1713179400,61.0,88.2,976.238
1713177600,59.6,89.4,975.708
1710801000,64.0,80.0,975.438
1710720000,60.2,85.6,975.656
1710768000,56.2,88.0,975.498
1711603800,43.0,100.8,975.836
1709963400,55.8,92.0,972.158
1709980800,69.6,81.6,974.096
1712806200,49.0,96.0,975.268
1713278400,62.0,86.0,975.636
1711710000,59.0,89.0,976.202
1711702200,42.6,96.8,975.23
1712282400,49.4,93.6,975.236
1713619200,66.2,86.6,975.128
1710899400,43.4,91.8,976.174
1712584200,66.6,87.2,975.034
1712546400,45.0,98.0,973.784
1712606400,68.2,86.6,973.384
1712543400,46.0,96.25,974.618
1712202600,43.8,99.6,973.816
1712199000,49.8,96.2,974.898
1712673000,69.4,83.8,975.37
1712511000,65.6,86.2,974.06
1712476800,51.4,95.6,970.508
1712526000,66.8,85.4,973.67
1711537200,57.0,88.6,977.27
1712994600,71.6,85.8,972.874
1713045000,70.4,83.0,975.902
1712094600,69.6,82.0,975.138
1712070000,66.2,86.0,976.992
1711492200,64.6,81.0,978.666
1713091800,64.2,87.4,975.86
1713105000,68.0,85.0,978.116
1713062400,53.0,94.2,976.608
1709684400,62.0,87.6,974.776
1709754600,65.4,86.0,972.468
1709729400,65.667,85.667,974.242
1710225600,37.4,100.8,972.042
1714152600,67.0,86.2,974.486
1714124400,67.0,87.0,972.522
1712892600,48.4,97.4,974.648
1712931600,68.0,85.0,976.424
1713333600,48.0,95.4,973.314
1711062000,63.8,86.0,975.596
1713411000,53.2,93.4,975.39
1713407400,54.8,91.8,975.828
1713480000,66.2,82.0,974.326
1713417600,48.0,98.0,973.216
1713409200,55.0,91.6,975.686
1713403200,57.0,90.0,976.184
1710660000,47.2,96.6,971.34
1710705000,64.0,82.0,973.704
1710663000,46.4,97.6,971.348
1710630600,64.6,84.0,975.05
1710586200,61.0,88.8,974.476
1713531000,66.2,85.6,975.034
1713542400,66.0,85.0,975.422
1710156000,61.2,89.4,974.6
1714278600,51.5,98.0,974.663
1713970800,67.0,85.75,974.735
1713885600,68.0,85.0,975.48
1714579800,60.4,87.6,975.374
1713828600,67.4,84.4,973.75
1713827400,67.6,83.4,973.45
1714455000,45.0,98.4,972.912
1714183800,52.8,95.4,974.482
1713703200,65.4,86.4,975.578
1713660000,61.8,89.6,975.1
1714351200,60.6,88.2,976.646
1711835400,68.0,84.0,978.194
1711825200,67.2,84.0,977.806
1709540400,57.6,89.2,973.124
1712010600,69.6,83.0,975.898
1712013000,69.8,83.8,976.496
1710890400,64.0,82.0,975.82
1712387400,38.0,100.4,971.718
1713171000,47.2,97.4,974.522
1713151800,44.0,100.2,976.78
1713306000,61.0,85.4,974.572
1713281400,61.0,86.0,975.546
1711710600,60.0,88.4,976.394
1713641400,66.0,86.0,974.152
1710937800,57.6,88.6,975.636
1710940800,60.0,88.4,976.2
1710907800,34.0,99.2,974.952
1710947400,62.0,87.0,976.412
1712579400,66.4,88.0,974.436
1712217600,45.4,100.0,971.244
1712682000,69.6,83.2,975.124
1712660400,69.0,85.6,974.466
1709509200,64.6,86.0,975.824
1709816400,64.0,89.2,973.502
1709842800,66.6,85.0,972.192
1709805600,59.2,92.0,971.356
1709904600,66.4,86.0,974.684
1709897400,65.2,87.0,972.964
1712490000,58.2,88.4,973.324
1712497800,63.6,86.6,974.288
1711504800,46.0,93.6,979.678
1713009600,69.6,85.8,975.728
1713076800,49.6,98.8,974.158
1713093600,65.6,86.6,976.224
1713085200,56.0,92.2,974.18
1711902000,64.6,87.0,977.846
1711884000,61.0,88.0,976.924
1712124000,43.8,102.0,972.908
1710286800,60.0,85.4,974.144
1710207000,52.0,92.4,975.29
1712926200,67.4,86.8,976.072
1712934000,67.4,84.4,976.214
1712950200,69.8,82.0,974.514
1713343800,55.8,90.2,973.872
1713342600,53.4,92.0,973.574
1713347400,65.0,86.8,974.554
1710691200,63.2,85.0,975.134
1710718800,62.8,83.2,975.476
1711065600,62.0,88.0,976.04
1711099200,55.2,91.0,973.066
1710582000,58.4,90.0,973.968
1714276200,47.4,98.8,974.87
1713886200,68.0,84.8,975.426
1713879000,68.0,85.0,975.032
1713835200,55.6,91.0,974.822
1713881400,68.2,85.0,975.216
1714561200,61.0,87.4,972.856
1714533600,48.0,96.8,974.134
1714572600,59.8,87.0,975.446
1713784200,64.8,86.8,973.708
1713805200,67.6,84.4,974.918
1714204800,52.0,95.0,972.06
1714222800,65.8,86.8,975.852
1713700800,64.6,87.4,975.434
1710353400,58.4,85.6,973.106
1710325200,49.8,88.8,972.86
1710349800,55.2,86.0,973.896
1711824600,67.0,84.6,977.732
1709668800,66.0,84.2,972.892
1709649000,64.8,86.2,975.372
1709605200,51.0,95.8,975.388
1709536800,53.8,92.6,972.76
1711981800,66.4,86.0,977.572
1711959600,53.6,90.6,973.874
1712009400,70.0,83.0,975.416
1714645800,55.6,89.0,974.24
1712724600,43.8,101.0,974.222
1710859200,61.8,85.2,976.508
1710808200,59.6,85.8,976.618
1710823200,36.0,98.0,973.81
1712401200,59.4,89.2,973.35
1712388000,38.2,100.4,971.642
1712373000,44.2,97.6,974.478
1710438000,65.8,81.4,974.642
1710394800,42.8,98.4,972.44
1710404400,47.0,92.4,972.678
1713186600,60.4,88.0,977.528
1713189000,60.8,88.0,977.488
1713151200,44.8,99.6,976.902
1710777000,59.0,85.8,975.8
1711631400,64.0,85.8,978.538
1711633200,63.8,85.8,978.794
1709960400,62.8,87.6,973.228
1710017400,65.8,81.8,975.138
1712820600,68.8,88.0,973.462
1712824200,68.6,88.0,973.772
1713247200,42.2,101.6,973.602
1711685400,54.0,92.5,977.337
1711704000,46.0,95.4,975.444
1712354400,67.6,83.6,973.846
1712328600,66.4,85.0,976.018
1712314200,58.0,89.0,973.646
1712355000,68.0,83.0,973.888
1713650400,66.0,85.0,973.824
1712552400,37.5,103.0,972.358
1712581200,66.0,88.0,974.69
1712620800,66.0,86.0,975.082
1712656200,69.6,85.0,974.1
1709778000,52.0,95.2,974.19
1709835600,67.8,85.0,972.814
1709861400,56.8,92.6,973.734
1709888400,67.0,85.6,971.442
1709884800,67.2,84.2,971.578
1709901000,66.0,86.8,973.598
1712517600,64.6,86.0,973.276
1712979600,44.2,98.6,974.372
1712996400,71.0,85.0,972.962
1710522000,67.2,83.0,976.05
1710509400,67.5,85.5,975.847
1712016000,67.2,85.8,976.79
1712037600,46.2,99.4,972.852
1712059800,65.2,87.0,975.494
1712064000,66.0,86.2,976.416
1712035200,47.2,99.2,973.278
1712063400,65.0,86.6,976.324
1712044200,55.4,92.0,973.144
1712053200,62.2,88.0,974.072
1713132000,71.0,82.0,976.418
1711881600,60.2,88.0,976.106
1711857000,45.8,97.2,977.284
1712164800,68.6,84.4,975.148
1709700000,37.0,103.8,971.98
1709696400,42.6,101.0,973.12
1714073400,65.6,84.0,973.43
1710262800,51.0,87.2,974.188
1714135800,66.8,87.0,974.646
1712880000,69.6,84.0,975.83
1713345000,59.6,88.8,974.264
1713334200,48.2,95.6,973.316
1713394200,65.0,82.833,975.52
1713318000,59.8,89.0,976.406
1710999000,41.6,101.4,973.792
1713432600,58.8,88.8,973.598
1710702000,64.0,82.6,973.894
1710687600,63.25,85.0,975.118
1710660600,47.2,96.8,971.32
1710696000,63.8,84.0,974.594
1710662400,46.0,98.0,971.316
1713490200,59.6,90.0,974.98
1713537600,67.0,85.4,975.294
1714273200,45.4,99.4,975.322
1714328400,65.0,84.0,975.21
1714298400,58.0,90.0,974.748
1713968400,66.4,86.0,974.844
1713841200,51.2,95.8,974.6
1713810000,68.0,84.6,974.006
1714255800,66.0,84.0,975.114
1714196400,44.2,100.6,972.564
1714245600,66.0,83.8,974.968
1714391400,58.4,87.0,974.792
1709654400,64.4,86.6,975.268
1709618400,51.0,97.4,971.42
1711998000,69.0,84.0,975.612
1714656600,62.667,85.333,976.093
1710815400,45.2,92.4,975.9
1712377800,36.4,102.0,973.344
1712407200,64.8,86.4,974.182
1710420000,69.8,81.2,976.216
1713150000,46.0,98.4,977.25
1713219600,65.0,82.8,976.416
1710775800,58.8,85.8,975.882
1711635000,64.4,85.6,978.816
1711635600,64.6,85.4,978.842
1709949600,58.8,89.6,974.822
1709965800,58.4,91.6,971.874
1712850000,68.2,84.4,976.862
1712800800,60.4,90.4,976.054
1711716600,63.8,86.6,977.88
1711737600,66.6,85.0,977.762
1712299800,45.6,98.2,971.384
1712280600,55.2,91.8,975.216
1713599400,50.4,92.2,971.59
1713614400,66.2,86.2,974.044
1712613000,67.8,85.0,973.76
1712229000,61.2,88.8,973.744
1712694600,67.0,83.4,974.234
1712685000,69.4,83.0,975.1
1710096000,64.4,84.0,974.724
1709835000,66.8,86.0,972.722
1709833800,67.2,86.0,972.728
1709811600,63.4,89.8,972.49
1709791200,52.2,94.8,971.476
1711516800,36.6,101.0,977.23
1711545600,59.4,87.0,979.052
1711543200,59.0,87.0,978.674
1713025800,69.6,85.0,976.618
1713024600,70.0,85.0,976.782
1710472200,48.5,94.667,974.845
1710493200,53.5,94.25,972.632
1712056800,64.0,87.8,974.912
1712077200,66.8,85.0,975.91
1712060400,65.4,86.8,975.728
1713087600,59.8,90.0,974.674
1711927800,68.2,86.0,976.892
1711921200,67.0,85.6,976.148
1711903200,65.0,86.4,977.532
1712175600,69.4,84.0,973.892
1712151600,65.0,87.8,975.79
1710211200,49.6,93.0,974.944
1710250200,47.75,88.25,974.977
1714131000,66.5,87.0,973.085
1714099800,53.8,95.2,974.24
1711054200,64.2,86.0,974.636
1713468600,66.2,83.0,973.55
1711123800,64.2,84.6,976.436
1711124400,64.0,84.0,976.41
1710626400,64.6,84.0,974.904
1713549000,67.2,84.6,973.932
1713501000,39.8,101.6,972.696
1710140400,46.4,96.8,973.39
1713942600,56.0,94.4,972.502
1713917400,65.8,86.8,974.578
1714574400,60.5,87.0,975.372
1713777600,65.0,88.8,972.488
1714203600,53.0,94.4,972.002
1713690600,58.2,90.2,973.606
1713690000,57.8,90.8,973.502
1714399800,58.8,85.0,975.588
1710304200,46.6,93.0,973.664
1710298800,48.0,92.2,974.522
1710351600,57.6,84.4,973.624
1714615800,50.0,93.6,975.826
1714622400,46.2,96.8,974.58
1714638000,48.0,96.4,972.744
1711788600,46.6,98.4,975.224
1711767600,45.8,97.6,978.344
1709680800,65.4,85.2,974.546
1709572800,64.4,86.0,975.126
1712378400,36.2,101.8,973.228
1710455400,65.0,82.0,974.606
1710387600,46.4,94.4,974.764
1710398400,39.2,99.8,972.002
1713178800,61.0,88.4,976.098
1713209400,65.0,84.0,975.896
1710796200,64.4,81.0,975.108
1711610400,45.6,97.6,975.314
1709968800,58.4,90.2,971.75
1712845200,69.8,84.2,976.688
1713237600,42.2,99.4,975.65
1711717200,64.4,86.4,977.982
1711672800,59.5,86.5,979.007
1712348400,67.0,84.0,973.2
1712356800,67.6,82.8,974.296
1713617400,65.0,87.0,974.894
1712617200,67.2,85.0,974.368
1712269200,68.8,84.0,974.158
1709508000,65.2,85.2,975.624
1709789400,50.8,95.8,971.942
1709875800,42.6,103.2,970.862
1709912400,65.75,85.75,974.12
1712505600,64.25,87.0,974.395
1712481000,56.4,91.4,971.534
1711521000,36.8,101.0,976.456
1711506600,44.4,94.0,979.694
1711548000,60.0,87.0,979.418
1711517400,35.2,101.0,976.994
1711561800,62.2,85.0,978.026
1713023400,70.2,85.0,976.77
1710498000,62.0,87.833,973.468
1712092200,68.4,83.0,974.516
1711470600,64.0,83.6,979.13
1713112800,69.0,84.0,977.512
1711873200,50.8,95.2,974.878
1712181000,68.8,85.0,974.51
1712133000,45.0,99.8,971.84
1712163600,68.4,84.4,975.412
1709749800,65.4,86.4,972.844
1709767200,65.4,86.0,974.108
1714168800,66.0,84.0,973.62
1714098600,53.25,95.0,974.227
1712915400,60.0,90.4,973.526
1712922600,65.0,88.0,975.236
1712893200,48.4,96.6,974.588
1710992400,40.0,100.6,975.12
1713413400,51.25,95.25,974.602
1710706200,65.0,81.4,973.738
1710633600,62.4,85.6,975.328
1710607200,65.2,84.0,975.3
1713525000,66.2,85.6,973.83
1713914400,67.8,84.6,974.058
1714588800,64.6,84.4,973.972
1713828000,67.6,84.0,973.53
1714213200,62.8,89.0,973.616
1714241400,66.0,84.4,975.334
1714373400,44.0,99.8,972.414
1714416600,64.0,83.4,973.976
1714353000,56.8,90.8,976.536
1710354600,58.6,85.6,972.906
1709640000,63.8,87.0,974.196
1709571600,63.6,86.4,975.304
1709545200,58.8,89.6,973.766
1711987200,67.6,85.0,977.572
1710864600,63.2,84.0,976.128
1710812400,50.0,89.6,976.4
1712366400,54.6,92.0,975.43
1712406000,64.2,87.0,974.026
1710449400,65.4,81.8,974.278
1713207000,64.2,84.8,976.182
1713187800,60.6,88.0,977.538
1713218400,66.0,82.0,976.072
1713201600,63.6,86.0,976.75
1713181200,61.0,88.2,976.704
1710731400,41.2,95.6,975.524
1711596600,44.4,97.8,977.714
1709943000,65.2,86.6,974.372
1712807400,47.0,98.8,974.888
1713277800,61.0,86.0,975.702
1711677000,57.0,91.0,978.815
1712272200,68.2,84.2,974.564
1712693400,69.4,82.6,974.346
1712668800,69.0,84.2,975.284
1710102000,65.0,83.0,974.436
1709489400,65.4,85.0,975.504
1709847000,66.4,84.8,972.278
1709822400,65.4,88.6,974.182
1709882400,65.2,88.2,971.316
1712517000,64.8,86.2,973.266
1712533200,65.75,86.0,975.043
1712472600,49.0,98.0,970.334
1712974200,55.0,93.0,975.354
1710470400,49.6,93.4,975.216
1711457400,59.2,87.0,978.76
1713122400,69.0,83.0,976.056
1713094200,66.6,86.0,976.326
1711864200,44.6,100.0,975.734
1712152200,65.4,87.0,975.866
1709714400,64.2,87.6,971.402
1710235800,40.2,94.0,972.24
1710277800,56.0,86.0,973.3
1711057800,64.0,85.6,974.894
1710680400,60.2,85.2,974.664
1710666600,54.6,91.4,972.106
1711129200,65.0,83.0,975.69
1710586800,61.8,88.2,974.652
1710606600,66.4,84.0,975.446
1710627000,64.4,84.2,974.992
1713486000,64.0,85.8,975.078
1710198600,63.8,85.2,974.928
1710117600,63.5,86.0,977.008
1710116400,64.0,85.0,976.555
1713846600,44.25,101.0,972.98
1713907800,67.0,84.2,973.288
1713854400,56.8,92.4,971.362
1714180200,61.6,90.2,974.826
1714182600,55.8,93.4,974.57
1714415400,64.4,83.0,974.198
1714648800,57.0,87.0,975.136
1711782000,42.2,101.8,975.47
1711791600,56.6,91.2,975.924
1711832400,67.2,84.8,977.95
1709630400,61.6,87.6,972.45
1711943400,52.6,94.8,976.428
1711973400,65.0,86.8,976.266
1712758800,69.0,84.0,976.386
1712792400,69.4,83.6,975.702
1712725800,43.0,101.4,973.97
1712769600,70.0,83.0,975.026
1711602000,45.0,98.4,976.33
1711604400,43.4,99.8,975.63
1711594200,49.6,93.8,978.274
1710013800,65.4,82.0,974.846
1712812800,72.0,83.2,974.438
1712793600,68.2,84.0,975.644
1712877600,70.6,82.8,975.686
1713279000,61.8,85.8,975.618
1713307200,61.0,85.4,974.562
1712359200,67.6,83.0,974.848
1713583200,45.0,98.6,973.67
1710928800,45.8,95.8,973.388
1710937200,56.75,89.0,975.58
1710952200,63.6,85.4,975.65
1712563200,53.6,95.8,971.076
1712595600,67.2,87.0,974.162
1712268000,68.75,83.25,973.773
1712678400,69.2,83.0,975.6
1709832600,67.8,85.0,973.164
1709784000,44.0,100.0,973.508
1709810400,63.2,90.0,971.924
1709886000,68.0,84.4,971.488
1709893200,65.6,86.8,972.342
1712528400,67.0,85.0,974.098
1712984400,39.4,102.8,973.656
1710463800,60.4,87.6,975.956
1710510000,66.75,86.0,975.842
1712083200,68.4,83.0,974.736
1712097600,69.0,82.2,975.724
1711461000,59.8,87.0,978.874
1713136800,70.2,83.2,977.282
1713099600,68.0,85.5,977.858
1711905600,65.8,86.0,977.19
1711896600,64.0,87.0,978.098
1712103000,65.2,86.0,976.358
1712137800,55.8,91.2,972.448
1712105400,60.4,88.6,976.53
1709703600,48.6,97.6,971.804
1709703000,47.4,100.8,971.592
1710243600,49.6,88.8,974.092
1710234600,41.6,95.6,972.206
1710202800,60.6,87.8,975.646
1710244200,49.0,88.8,974.126
1710276000,54.6,86.4,972.828
1712901600,48.8,98.2,972.592
1713340800,52.0,93.6,973.402
1710981600,57.8,90.0,976.342
1713440400,65.0,86.6,974.926
1713427800,52.8,91.2,972.492
1713459600,67.0,83.0,975.368
1713442800,70.0,83.0,975.624
1710675000,57.2,86.8,973.854
1710590400,63.4,87.6,975.402
1710603600,64.8,84.8,975.942
1714287600,45.4,100.2,973.032
1713931200,43.6,102.0,973.908
1713855600,57.4,91.8,971.316
1713897600,67.0,84.8,972.988
1714567200,61.8,86.0,974.628
1714553400,52.0,94.2,971.056
1714590000,64.0,84.0,974.09
1714458600,47.8,97.4,972.316
1714177800,64.8,88.0,974.864
1714181400,58.2,92.2,974.668
1713679200,50.2,97.0,972.472
1714417800,64.0,83.8,973.906
1711812000,66.2,86.8,979.112
1711778400,43.2,100.6,975.906
1711837800,68.2,83.2,978.08
1709607600,46.2,98.6,974.502
1709575800,64.2,86.2,974.926
1711972200,63.6,87.0,975.974
1712728200,48.0,97.0,973.778
1712782800,70.0,82.2,974.626
1712395800,50.0,94.6,971.924
1712389200,39.0,99.8,971.44
1710436800,64.0,81.8,974.74
1710418800,68.4,82.4,975.576
1713197400,62.2,87.0,977.426
1710780000,62.2,83.8,975.456
1710741000,34.6,101.6,972.872
1710751800,38.6,100.4,971.618
1710780600,62.4,83.6,975.41
1712832600,69.2,86.0,974.876
1713305400,61.0,85.6,974.41
1713246000,39.6,103.0,973.822
1712317800,63.2,87.2,974.674
1713592800,45.6,101.4,971.394
1713646200,66.2,85.0,973.688
1713639600,66.0,86.0,974.096
1712225400,58.2,90.2,972.644
1712623200,62.2,88.0,975.334
1710111000,64.4,83.0,975.282
1709493000,66.2,85.0,975.308
1709500200,65.4,85.0,975.016
1709911800,65.2,86.0,974.186
1711501800,54.8,90.4,979.632
1713038400,70.4,83.0,975.048
1713022800,69.4,85.6,976.724
1712977200,49.0,96.6,975.102
1710460800,65.0,84.6,975.652
1710546000,61.2,84.2,976.108
1712056200,63.6,87.6,974.812
1712043600,55.8,92.0,973.018
1713082800,52.0,95.4,973.842
1711921800,67.4,85.4,976.172
1711901400,63.6,87.0,977.932
1712136000,50.2,94.6,972.25
1710237000,41.2,92.4,972.79
1710234000,41.4,95.2,972.052
1712922000,65.2,87.2,975.04
1712959800,70.2,81.0,974.632
1712950800,69.6,82.0,974.488
1710979800,61.0,87.6,976.216
1713454800,67.8,84.0,976.57
1713468000,66.2,83.0,973.644
1710670800,57.6,87.8,972.606
1710637800,55.4,88.8,976.0
1710619800,64.6,84.0,974.596
1713549600,66.4,85.0,973.858
1710120000,60.5,87.833,976.835
1710134400,48.4,94.8,974.226
1714310400,60.6,87.0,976.898
1713781200,65.0,87.0,972.778
1713823800,67.2,83.4,973.19
1713771600,62.2,89.0,972.544
1714351800,59.0,89.0,976.502
1710315000,36.6,101.6,971.078
1710309600,41.8,96.8,972.346
1710360600,57.8,85.2,972.486
1710341400,52.6,86.2,974.634
1709682000,64.6,86.0,974.708
1709514600,59.0,90.6,976.728
1709592000,65.6,84.8,974.854
1711969200,62.4,87.0,975.526
1712004000,69.6,83.6,975.0
1712710200,61.0,88.0,975.688
