time_stamp,humidity,temperature,pressure
1714557600,58.0,89.6,972.07
1714550400,48.0,97.2,970.84
1714227000,64.75,86.5,976.175
1714187400,48.4,97.8,974.036
1713667800,51.0,95.6,974.818
1713658200,63.0,88.4,975.03
1714418400,63.8,84.0,973.802
1710355800,59.2,85.2,972.858
1714618200,48.4,95.4,975.496
1711821600,67.6,84.6,978.326
1709671800,66.0,85.0,973.374
1709625000,57.8,91.0,971.694
1709624400,57.6,91.0,971.714
1709551800,61.6,87.4,974.492
1709510400,64.8,87.0,976.206
1711933800,68.6,86.4,977.79
1712747400,65.2,85.2,975.128
1710820800,37.6,98.4,974.636
1710386400,47.333,94.0,974.91
1713156600,39.0,102.8,975.782
1713184800,61.0,88.0,977.374
1713224400,65.5,84.5,976.95
1713202800,63.0,85.6,976.568
1710757800,54.4,90.2,972.972
1709979000,67.8,82.6,973.692
1712837400,68.8,85.0,976.056
1712821800,68.4,88.0,973.884
1712795400,66.2,85.8,975.848
1712872800,70.0,82.2,975.016
1711723800,65.4,85.0,978.532
1712353800,67.6,84.0,973.816
1712312400,57.0,90.0,973.378
1713576600,57.2,91.0,974.318
1713627600,65.8,86.2,975.132
1710973200,64.4,84.0,974.984
1712238600,65.8,85.6,975.2
1712190600,62.8,88.0,975.398
1712219400,49.5,96.5,971.408
1712667000,69.0,84.8,975.118
1710098400,64.0,84.0,974.238
1710108600,65.0,83.0,975.0
1709502000,65.4,85.0,975.088
1709775000,57.8,91.4,974.236
1709905200,65.4,86.4,974.654
1712529000,67.2,85.0,974.19
1711522200,36.0,101.8,976.096
1710503400,67.2,85.0,974.912
1710465600,57.0,90.2,975.9
1710511800,65.8,85.8,976.094
1710531600,66.0,83.8,975.124
1710472800,46.6,95.2,974.788
1711462800,59.8,87.0,978.984
1713082200,51.4,96.0,973.88
1713134400,69.8,82.8,976.736
1711897800,63.8,87.0,978.038
1712122200,43.833,101.333,973.455
1712164200,68.8,84.2,975.274
1709764200,65.2,85.6,973.166
1710218400,44.0,95.8,973.936
1710220800,42.8,96.8,973.434
1714105200,42.333,101.0,972.867
1714157400,67.4,85.2,973.576
1714162200,67.0,84.4,973.446
1712934600,68.0,84.6,976.188
1713361200,66.0,85.0,976.324
1711036200,63.2,87.0,976.3
1713438000,63.8,87.0,974.258
1713439800,65.2,86.8,974.69
1710652800,41.0,100.8,972.1
1710668400,55.8,89.2,972.336
1710678000,59.0,86.25,974.303
1710156600,61.2,88.8,974.864
1710123600,54.0,92.0,976.525
1714301400,60.2,88.2,974.936
1714315800,62.4,86.0,976.878
1713975000,66.167,85.5,974.8
1713916800,66.4,85.8,974.496
1713868800,66.0,85.8,973.614
1714569000,59.6,86.2,975.094
1713801600,65.8,86.0,975.548
1713790200,64.0,86.0,975.206
1714259400,66.4,83.8,975.394
1713680400,49.2,97.4,972.33
1714350000,62.667,87.0,976.383
1710309000,41.2,96.8,972.516
1710310800,39.8,97.6,971.91
1711764600,50.8,94.4,978.738
1711793400,60.0,89.2,976.306
1709646000,64.6,86.4,975.324
1711945800,52.4,95.6,975.65
1712723400,41.0,100.4,974.412
1712743200,64.0,86.0,974.322
1712740200,58.8,88.2,974.246
1710880200,63.0,81.4,974.662
1710817800,41.8,96.0,975.23
1710448200,64.8,81.4,974.258
1710441000,65.0,82.0,974.504
1710803400,64.0,81.0,975.72
1711590600,52.4,91.8,978.7
1711592400,52.4,91.8,978.724
1711615800,62.75,85.5,976.3
1709964000,56.6,91.2,972.066
1709961000,62.2,87.8,973.056
1712803800,54.8,92.2,975.78
1713228600,58.6,88.8,976.896
1713254400,45.0,98.0,973.536
1713256800,43.4,99.4,973.632
1711716000,63.4,87.0,977.826
1711699200,41.2,99.2,974.812
1712310600,51.8,91.8,972.696
1713633600,65.8,86.0,974.64
1710895200,60.0,86.6,976.194
1712256600,67.2,84.0,973.312
1712262000,69.0,83.0,973.476
1709877000,41.6,102.2,970.356
1712453400,54.0,93.0,973.936
1711572000,64.0,83.0,977.11
1711536000,55.8,89.0,977.124
1711577400,63.4,83.8,977.542
1712986800,47.2,99.0,973.076
1712988000,48.8,98.2,972.784
1710529800,66.0,84.0,975.24
1710546600,60.8,84.8,976.176
1710531000,65.8,84.0,975.104
1710467400,54.0,91.2,975.534
1710519000,69.0,82.8,976.676
1711447200,50.2,91.0,976.58
1711843200,65.0,86.0,978.43
1711851600,51.6,93.2,978.694
1711882800,60.0,88.2,976.616
1712166000,68.6,84.0,975.01
1709683800,62.8,87.6,974.812
1714083600,65.8,83.0,974.028
1714077000,65.8,83.6,973.27
1710285600,62.0,84.0,974.1
1710228600,38.2,99.2,971.998
1710226800,39.0,98.4,971.828
1714114800,66.0,89.2,971.574
1714144800,66.2,87.0,975.624
1712943600,69.6,83.0,975.134
1712925600,67.2,86.4,975.722
1711011600,61.2,87.0,973.344
1711051200,63.8,86.6,974.636
1710686400,61.2,85.8,975.06
1710703800,64.0,82.0,973.648
1710647400,45.2,97.0,973.982
1710690000,63.0,85.0,975.166
1710653400,39.2,102.0,971.908
1711103400,57.2,89.6,973.95
1713502800,42.2,101.2,972.17
1713561600,67.0,84.0,973.002
1713496200,48.8,96.4,974.134
1710124200,54.8,92.2,976.532
1714312200,61.8,86.6,976.92
1713957600,65.4,86.4,973.37
1713920400,62.0,89.0,974.824
1713847200,42.2,101.6,972.928
1714530000,52.0,94.0,974.497
1714591200,64.0,84.0,974.004
1714593000,63.0,84.2,973.928
1713811800,67.6,84.6,974.11
1714437000,59.0,88.2,975.058
1713661800,59.4,90.8,975.194
1714416000,63.8,83.6,974.016
1714608600,60.8,87.0,975.988
1714657200,62.0,85.0,976.008
1711836000,68.0,84.0,978.192
1709529600,49.6,97.8,973.852
1712011800,69.6,83.0,976.164
1711953000,49.4,96.4,973.992
1714640400,49.0,94.2,973.156
1712728800,50.4,94.4,973.738
1712757600,69.6,83.2,976.392
1712428200,67.8,86.0,973.074
1710442800,65.0,82.0,974.126
1710739800,36.4,99.4,973.152
1711618800,63.2,85.4,976.35
1711669200,64.25,83.0,978.467
1712838600,70.0,85.0,976.112
1712842800,69.4,84.8,976.812
1713289800,61.0,86.0,974.574
1711688400,47.6,96.6,976.402
1712347800,67.4,83.8,973.136
1712278800,61.4,88.8,975.462
1713609000,64.8,88.0,972.988
1713572400,64.0,86.6,974.43
1710967200,66.6,83.8,974.352
1712601000,67.2,87.0,974.144
1712614800,67.2,85.0,974.138
1712272800,68.4,84.0,974.68
1712701200,66.2,82.8,974.756
1712685600,69.6,83.0,975.02
1710114000,65.0,84.0,976.15
1710028800,64.0,83.0,976.52
1709807400,60.5,91.75,971.34
1709917200,65.2,86.0,973.46
1712482200,52.4,91.0,971.654
1711581600,63.0,85.0,978.126
1711544400,60.0,87.0,978.914
1711545000,59.0,87.0,979.022
1712057400,64.4,87.4,975.012
1712068800,66.6,85.8,976.922
1711464000,59.4,87.0,979.11
1712124600,44.0,102.5,972.763
1712130000,43.6,101.0,971.98
1709766600,65.6,86.0,973.944
1709757000,65.2,86.0,972.69
1710256200,48.8,87.8,975.18
1710243000,49.4,88.2,974.076
1710257400,49.2,87.4,975.044
1714125600,67.4,86.4,972.56
1712949000,69.8,82.2,974.708
1712953200,70.0,82.0,974.105
1712909400,49.8,95.6,972.116
1712890200,53.0,95.2,975.206
1712908200,51.0,96.0,972.07
1712902800,49.0,97.8,972.666
1713393600,64.4,83.0,975.276
1713314400,64.4,86.6,975.988
1710981000,59.0,89.0,976.352
1711106400,59.2,89.0,974.704
1710195600,66.2,84.0,974.376
1713971400,66.0,86.0,974.686
1714584600,63.2,85.2,974.428
1714584000,63.4,85.4,974.55
1714596000,64.0,84.0,974.158
1713820200,67.0,84.0,973.07
1713814800,66.8,85.0,973.452
1714236600,64.8,85.4,976.01
1714424400,63.8,84.8,974.014
1714398600,57.5,86.0,975.553
1714360200,47.6,96.6,975.402
1710339000,51.8,87.0,974.584
1711780200,41.2,102.8,975.626
1711816800,66.4,86.0,978.876
1709597400,60.2,88.6,975.76
1712409000,66.4,85.4,974.644
1712410200,67.0,85.6,974.78
1712370000,49.0,95.8,975.0
1712400600,57.8,90.0,973.206
1712400000,56.4,90.2,973.136
1713168000,46.4,98.8,974.584
1711629600,63.8,85.0,978.346
1709957400,55.6,91.0,973.726
1712835600,69.6,85.0,975.8
1713241200,39.8,101.4,974.706
1712351400,67.2,83.8,973.4
1712326200,67.6,84.6,975.904
1713586800,41.6,101.0,972.85
1710968400,64.8,85.0,974.21
1712609400,66.75,85.75,973.497
1712215800,44.8,101.0,971.166
1712703000,65.8,82.8,975.142
1710080400,64.2,84.0,976.702
1709830200,68.0,85.0,973.412
1709788800,48.8,96.6,972.244
1709933400,66.0,84.8,972.736
1712489400,57.8,89.0,973.218
1712499000,64.0,86.6,974.412
1711518000,35.8,101.4,976.832
1712976600,50.0,96.2,975.138
1713051600,68.8,85.0,976.464
1712097000,69.0,82.0,975.584
1711492800,64.0,81.0,978.7
1713060600,55.6,93.4,976.78
1713061800,54.4,94.2,976.67
1711926000,68.0,85.6,976.842
1709683200,63.6,87.0,974.778
1709693400,48.6,97.6,973.71
1712937600,69.8,84.0,976.18
1713335400,50.0,93.8,973.222
1713346200,62.6,87.4,974.532
1713394800,64.25,83.5,975.575
1713312000,60.8,88.0,975.3
1713361800,66.4,85.0,976.33
1711027200,62.8,87.0,976.378
1713480600,66.6,82.2,974.45
1713457800,67.0,83.6,976.106
1711090200,46.2,97.8,972.76
1710615600,65.0,84.0,974.532
1710559200,43.2,95.0,976.182
1713540600,66.6,85.0,975.654
1710163800,62.6,88.0,975.606
1710166200,63.2,87.0,975.85
1713945600,63.8,88.2,972.676
1713890400,67.6,84.8,974.762
1713779400,64.0,88.0,972.598
1711810200,65.0,87.0,979.088
1709673000,65.0,85.0,973.536
1709640600,64.4,86.4,974.356
1709662800,64.8,85.0,973.668
1709513400,59.8,89.8,976.59
1712745000,65.2,85.2,974.652
1712383800,36.8,104.8,971.892
1712382600,37.8,103.2,972.348
1712382000,38.4,103.0,972.528
1710445800,66.0,81.6,973.76
1713220200,65.4,82.0,976.502
1710740400,35.8,100.8,973.026
1711663200,65.0,81.8,977.84
1711647000,64.6,83.0,977.968
1711609800,45.0,98.0,975.068
1709977200,68.2,83.4,973.138
1709954400,54.4,91.8,974.426
1709965200,58.4,91.0,971.944
1712874600,70.0,82.0,975.234
1713298200,61.2,85.8,973.902
1713284400,60.8,85.6,975.152
1713276600,60.0,86.2,975.548
1711725600,65.2,85.0,978.482
1712307000,45.8,95.8,971.908
1710927000,40.4,99.8,972.712
1712570400,61.2,89.0,972.364
1709774400,59.6,90.8,974.348
1709875200,42.8,103.0,971.174
1712498400,63.0,87.0,974.324
1711541400,59.2,87.0,978.29
1713004800,69.0,86.0,974.256
1711473600,63.6,83.0,978.75
1712156400,65.6,87.0,976.058
1709760600,65.6,86.0,972.43
1709698200,39.0,102.6,972.608
1714119000,68.0,86.8,971.634
1712951400,69.8,82.0,974.53
1712899800,49.6,98.4,972.948
1713348600,65.4,86.2,974.784
1711034400,63.2,86.8,976.414
1711116600,62.8,87.0,976.45
1710564000,40.0,97.6,975.318
1713559200,66.2,84.0,972.848
1710137400,48.6,96.4,973.582
1710196800,65.0,84.6,974.56
1714305000,60.0,87.4,975.73
1713963000,65.25,87.0,974.68
1713826200,67.4,83.4,973.522
1714185000,50.4,96.8,974.338
1714254600,65.8,84.0,975.008
1714190400,44.6,100.2,973.69
1714200000,52.6,95.4,972.14
1714237800,65.4,84.8,975.852
1714179000,63.2,88.8,974.81
1714361400,47.0,97.333,975.18
1710323400,45.8,91.0,972.206
1714621200,45.6,97.0,974.85
1711792200,57.6,90.6,976.074
1711776600,41.6,102.0,976.208
1709627400,58.0,89.4,972.158
1709674800,65.0,84.8,973.69
1712722800,39.2,101.6,974.456
1710829200,34.4,103.4,972.44
1710847800,54.4,89.4,974.882
1710415800,61.25,87.5,974.253
1710432600,65.6,81.0,974.97
1710430200,65.0,82.8,975.674
1713216000,67.4,82.0,975.902
1713215400,66.2,82.8,975.854
1713159600,38.0,103.6,975.336
1710753600,42.6,97.4,971.82
1712854200,70.2,83.8,976.42
1712872200,70.2,82.2,974.914
1712856600,70.4,83.0,976.162
1712278200,62.2,88.8,975.518
1713593400,45.2,101.8,971.208
1710955800,63.4,85.6,975.022
1710931800,51.8,91.0,974.41
1712547600,43.2,99.6,973.476
1712266200,68.6,84.0,973.602
1712234400,63.6,87.0,974.86
1712193600,59.6,89.8,975.51
1712218200,46.6,98.6,971.258
1712645400,49.8,99.0,971.92
1712652600,69.8,84.2,973.108
1710082800,65.0,84.0,976.994
1709929200,65.6,85.0,972.958
1709934000,65.8,85.0,972.678
1709866800,50.0,96.8,973.574
1712454000,52.8,94.0,973.898
1712461200,39.0,101.2,972.722
1712500200,64.0,86.8,974.456
1713047400,70.8,82.2,976.006
1712991000,66.0,89.6,973.052
1710530400,66.0,84.0,975.112
1710494400,54.5,91.75,972.675
1712070600,66.2,86.0,976.918
1711464600,59.6,87.0,979.164
1711867800,45.8,99.0,975.23
1711844400,63.8,87.4,978.532
1711878000,55.4,91.2,975.556
1711859400,43.8,100.0,976.772
1712170200,68.8,84.0,974.23
1709727000,64.5,86.5,973.905
1709704800,54.0,91.8,972.296
1712893800,47.6,97.0,974.438
1713317400,59.6,88.8,976.362
1713371400,65.0,84.0,975.64
1713334800,49.2,94.4,973.324
1713465000,67.0,83.0,974.336
1710641400,48.0,92.4,975.894
1711098000,55.6,90.6,973.218
1711098600,55.2,90.8,973.108
1713498000,47.0,98.2,973.726
1713545400,66.8,85.0,974.754
1710153000,58.0,92.8,973.968
1714285800,47.4,99.8,973.136
1714294200,55.0,92.0,973.748
1713946800,64.8,88.0,972.524
1713867600,65.2,86.0,973.292
1713769200,63.0,87.4,972.754
1713799200,65.0,86.0,975.712
1713789600,64.4,86.0,975.022
1713678000,51.6,96.0,972.662
1714372800,43.8,99.6,972.5
1710372000,58.75,85.25,974.405
1710291600,51.2,90.4,974.77
1711827600,68.6,84.0,977.936
1711813800,65.8,87.0,978.968
1711784400,43.4,100.8,975.34
1711805400,65.0,87.0,978.856
1709644800,63.8,87.0,975.268
1709641800,64.6,86.2,974.414
1709643000,63.8,86.8,974.702
1709560800,63.8,86.0,976.184
1711946400,52.2,95.0,975.476
1711932000,68.2,86.6,977.42
1711977000,66.8,85.8,977.17
1712712000,59.6,89.6,976.038
1712763000,69.8,83.2,976.002
1712388600,39.6,100.0,971.548
1710444600,66.6,81.4,973.84
1710399000,38.2,99.6,971.862
1710739200,36.2,99.4,973.278
1711638600,64.0,85.6,978.942
1711611600,50.0,92.6,976.008
1712836200,69.0,85.2,975.9
1711739400,66.8,85.0,977.574
1711700400,43.6,98.0,974.89
1712318400,64.0,86.8,974.84
1713624600,65.4,86.8,975.378
1712540400,51.5,95.167,974.823
1712210400,45.2,98.8,972.054
1712197200,51.8,95.0,975.376
1712641200,58.0,93.0,972.762
1709838600,66.6,85.6,972.306
1709838000,66.4,85.2,972.418
1709839200,66.0,86.0,972.3
1709827200,69.2,84.8,974.352
1709899800,66.4,86.2,973.442
1709896800,65.6,87.0,972.886
1711558200,62.2,85.4,978.646
1713039000,70.8,83.0,975.116
1713024000,69.2,85.8,976.738
1713008400,69.6,85.6,975.218
1710502200,68.6,84.2,974.682
1710538800,65.0,82.2,975.306
1712033400,52.2,95.4,973.966
1712031600,51.6,95.4,974.298
1712022000,56.8,92.4,976.276
1711493400,64.2,81.0,978.67
1711453800,58.2,87.6,978.024
1711880400,58.6,89.4,976.156
1709730600,66.0,85.8,974.57
1709769000,65.2,86.8,974.306
1709712600,64.8,86.8,971.784
1712939400,69.4,83.8,975.786
1712900400,48.8,98.4,972.766
1711000200,42.4,102.0,973.45
1710592800,62.6,87.6,975.922
1710562200,42.2,97.2,975.786
1710145200,47.0,97.0,972.856
1710154800,60.8,90.4,974.102
1714263600,64.8,87.8,975.718
1714303800,60.6,87.0,975.432
1713838800,52.0,94.8,974.956
1714603800,64.0,84.0,975.026
1713795000,64.6,85.4,975.646
1714225800,64.4,87.0,976.102
1713694200,62.4,88.0,974.194
1714402200,60.2,85.0,975.558
1710361200,57.8,85.6,972.564
1711795200,61.8,88.4,976.512
1709672400,65.2,85.0,973.416
1709614200,41.8,103.4,972.514
1709535600,53.2,93.2,972.728
1712008200,69.0,83.0,975.268
1711936200,66.6,88.4,977.606
1710813600,47.2,91.6,976.322
1710806400,61.0,83.8,976.288
1710411000,55.2,89.2,972.264
1713146400,54.8,93.0,977.888
1710726600,48.6,90.0,976.406
1710729600,42.6,93.0,976.068
1710797400,64.2,81.0,975.328
1711588800,53.0,91.6,978.58
1709997000,63.8,81.8,975.986
1710028200,65.5,82.5,976.463
1710024000,65.2,82.0,975.138
1712816400,72.0,86.4,973.668
1713237000,40.4,99.2,975.824
1713304800,61.0,85.0,974.366
1713291000,61.2,85.8,974.574
1713259200,44.0,98.2,973.746
1713285000,60.6,85.6,975.066
1712594400,66.8,87.2,974.23
1712235600,64.75,86.75,974.73
1712229600,61.6,88.6,973.764
1712274000,68.6,84.8,974.96
1712635200,46.4,98.2,973.988
1712700600,66.2,83.0,974.658
1709825400,66.8,88.0,974.1
1709781000,47.4,99.0,973.77
1709872800,44.0,100.8,971.904
1712532000,67.667,85.0,974.683
1711567800,63.8,83.4,977.526
1713019800,69.6,86.0,977.052
1710528600,65.2,84.0,975.288
1712030400,48.2,98.0,974.596
1712048400,60.2,89.8,973.342
1712101200,67.4,84.2,976.326
1713054600,67.2,86.6,976.802
1712147400,64.8,87.2,975.328
1712115600,44.333,100.5,975.307
1712127000,44.0,101.0,972.358
1709720400,63.5,87.5,972.6
1709694000,45.4,98.6,973.656
1709710800,65.2,86.6,972.166
1709751600,66.0,86.0,972.318
1709707200,65.2,86.2,972.294
1709724000,65.0,86.5,973.303
1712932200,68.2,84.6,976.468
1713339000,49.8,95.6,973.232
1711020600,61.6,87.0,975.116
1711057200,64.2,85.4,974.852
1710985200,50.4,94.2,976.114
1713445800,69.2,83.4,976.332
1710642600,46.2,93.4,975.614
1710634800,61.2,86.6,975.642
1710579000,59.0,90.0,973.96
1710614400,65.4,83.8,974.61
1710567000,39.6,98.2,974.426
1713565800,67.0,83.2,973.626
1710126600,52.2,92.8,976.142
1714305600,60.6,87.2,975.818
1713891000,68.0,84.8,974.556
1713891600,67.6,85.0,974.404
1713906000,67.2,84.0,973.122
1714582200,62.0,86.0,974.904
1714589400,64.6,84.2,974.02
1714534800,46.6,98.0,973.758
