time_stamp,humidity,temperature,pressure,voc,pm2.5_alt,0.3_um_count,0.5_um_count,1.0_um_count,2.5_um_count,5.0_um_count,10.0_um_count
1716958200,35.6,103.8,974.548,75.488,40.6,40.6,8654.351999999999,2552.0370000000003,402.6509999999999,31.475,5.909000000000001
1712625600,59.0,89.25,975.54,94.3,24.9,24.9,5019.9974999999995,1470.0279999999998,267.22,25.4115,4.9559999999999995
1712636400,44.4,100.2,973.482,88.79,38.6,38.6,7882.294,2315.513,404.434,36.069,7.345
1712214600,43.6,100.8,971.152,72.978,4.1,4.1,1050.619,298.39300000000003,33.164,2.689,1.183
1712213400,42.6,101.2,971.124,83.036,5.6,5.6,1372.191,393.363,51.584,6.1850000000000005,2.503
1712226600,59.8,89.2,972.99,75.234,18.9,18.9,3846.706,1126.5790000000002,217.217,33.372,11.115
1712223000,54.6,91.8,972.05,77.154,9.7,9.7,2049.313,594.711,103.15,12.581,4.632
1712199600,49.4,96.2,974.732,76.13,11.7,11.7,2707.322,780.441,108.805,7.974,2.303
1712231400,63.0,87.75,974.037,94.035,12.0,12.0,2465.608,719.954,128.5275,14.571000000000002,5.1975
1713578400,54.2,93.2,974.332,51.674,7.1,7.1,1939.218,549.257,53.014,3.988,1.3130000000000002
1713592200,46.6,100.6,971.602,62.15,5.2,5.2,1270.6,365.811,44.443,3.509,1.3039999999999998
1713244200,38.0,102.2,974.23,73.576,7.1,7.1,1879.37,535.687,56.145,4.0329999999999995,1.804
1713246000,39.6,103.0,973.822,75.904,14.3,14.3,3633.832,1036.002,125.965,14.565,4.59
1713157800,38.0,103.6,975.61,75.758,16.0,16.0,3738.874,1085.4119999999998,138.674,4.305,1.239
1713159000,37.6,103.4,975.432,81.194,16.5,16.5,3808.079,1110.768,144.57600000000002,4.317,1.513
1711944600,53.8,94.4,976.136,69.452,2.9,2.9,774.827,220.808,22.122,1.576,0.642
1711785600,43.6,100.2,975.178,79.488,7.2,7.2,1583.565,456.18,69.8,5.307,2.009
1711786200,44.0,100.2,975.128,76.05,6.7,6.7,1509.31,434.496,65.09100000000001,5.343,2.253
1712868600,70.4,82.4,974.846,117.012,26.4,26.4,5351.572,1570.061,278.467,24.445,5.047000000000001
1713411000,53.2,93.4,975.39,76.956,4.9,4.9,1301.288,370.891,39.117,3.902,2.025
1713477000,66.6,81.6,973.792,83.876,8.2,8.2,2057.294,592.174,68.78399999999999,4.692,1.422
1713416400,50.2,96.2,973.594,63.618,5.4,5.4,1349.772,386.693,46.446,4.667,1.846
1713057600,62.8,90.2,976.968,97.304,27.1,27.1,5955.33,1742.307,257.756,16.163,3.53
1713084000,53.6,94.2,974.094,79.658,8.7,8.7,2234.502,640.524,70.753,4.543,1.512
1713056400,65.0,88.4,976.958,98.008,32.9,32.9,7242.641,2120.326,316.79200000000003,23.528,4.585
1713099600,68.0,85.5,977.858,55.002,8.9,8.9,2317.7535,665.3515,72.2715,5.9275,2.109
1713058800,60.4,91.2,976.894,83.018,24.2,24.2,5297.489,1548.5790000000002,232.035,14.854,2.752
1712465400,35.4,103.2,971.668,77.72,3.0,3.0,750.277,215.158,24.946,1.838,0.975
1712503800,65.0,86.75,974.467,119.015,45.3,45.3,8892.029999999999,2620.2785000000003,501.7965,53.664,13.1135
1712974800,53.0,93.6,975.288,76.968,8.7,8.7,2088.632,602.578,73.976,3.04,1.006
1713335400,50.0,93.8,973.222,67.608,3.0,3.0,777.854,221.776,25.851,2.561,1.4369999999999998
1713392400,65.167,82.833,974.965,64.64,14.2,14.2,3344.6175000000003,973.072,132.20499999999998,12.875,3.4284999999999997
1713334800,49.2,94.4,973.324,60.57,2.2,2.2,590.203,168.117,18.473,2.45,1.278
1713382800,63.833,82.833,973.827,63.315,2.6,2.6,732.669,207.72,19.4575,2.0315,0.9545
1716630000,51.2,90.6,974.99,112.858,60.6,60.6,11026.815,3289.1859999999997,749.614,113.97,41.286
1712713800,54.8,92.8,976.09,75.484,41.7,41.7,8511.914,2516.65,420.54,24.916,3.862
1712725800,43.0,101.4,973.97,66.878,19.6,19.6,4021.364,1184.44,194.04,8.221,1.748
1712121600,44.25,102.0,973.595,62.91,4.8,4.8,1288.1705,367.015,38.0475,3.439,1.315
1712124000,43.8,102.0,972.908,86.87,4.2,4.2,1134.129,321.79200000000003,33.198,3.459,1.4260000000000002
1712119200,44.4,101.2,974.238,61.806,5.6,5.6,1448.9299999999998,413.227,44.995000000000005,2.835,1.191
1712129400,44.2,102.0,971.972,59.602,4.6,4.6,1132.243,323.818,40.125,3.473,1.548
1712139600,59.0,89.4,973.13,84.496,8.8,8.8,1843.127,538.113,91.291,8.684999999999999,3.099
1716442200,40.4,101.2,973.062,80.934,38.1,38.1,8605.119999999999,2506.7960000000003,357.193,25.208,5.159000000000001
1716441000,38.8,101.4,973.274,81.486,36.8,36.8,7805.468,2298.0950000000003,363.186,23.854999999999997,5.121
1716439200,40.0,101.2,973.814,89.462,36.8,36.8,7833.815,2310.422,362.152,24.253,6.582
1716472200,61.25,85.25,975.57,98.665,87.8,87.8,16566.215,4949.81,980.3345,92.0055,21.802
1712965200,70.667,82.833,975.305,102.587,24.9,24.9,5847.4245,1690.0695,226.4025,18.0275,3.1399999999999997
1715418600,50.4,93.4,974.678,79.05,51.6,51.6,9741.387,2885.184,612.3430000000001,84.617,26.479
1715406000,43.0,100.75,975.095,104.218,21.7,21.7,4600.945,1352.6999999999998,223.1155,21.624,6.2705
1715420400,54.4,91.2,975.13,118.972,38.3,38.3,7785.816000000001,2291.7529999999997,422.292,52.85,13.493
1712025000,49.8,96.2,975.902,109.626,3.4,3.4,883.621,252.915,26.701,1.967,1.041
1712042400,53.8,93.4,972.822,69.802,21.1,21.1,4386.903,1278.1,226.046,26.305,7.595
1712024400,52.2,95.6,975.968,83.388,8.1,8.1,1886.239,543.4839999999999,73.467,4.566000000000001,1.067
1712047800,61.0,89.2,973.414,94.768,52.1,52.1,10055.571,2978.216,610.947,86.951,27.481
1716853800,61.75,86.75,976.685,96.195,76.5,76.5,14867.3635,4408.6175,846.1495,85.645,23.481
1716784800,40.0,102.2,975.086,75.424,28.0,28.0,6554.856,1911.93,260.052,25.712,6.926
1716804600,55.0,90.4,974.874,99.566,46.6,46.6,9961.157,2932.7,478.91099999999994,50.545,11.528
1716784200,35.6,102.8,975.132,83.296,34.6,34.6,7662.071,2251.444,331.169,25.516,5.119
1716781800,39.4,99.8,975.622,88.204,43.7,43.7,9490.671,2788.96,427.717,33.073,6.618
1715308200,47.4,94.6,976.218,72.886,23.2,23.2,5002.919,1467.357,225.888,15.491,3.347
1715347200,62.5,86.25,976.88,79.39,40.1,40.1,8032.0975,2369.8735,452.9325,61.942499999999995,17.392
1715317200,36.2,103.0,974.29,112.242,35.2,35.2,7368.454,2171.256,354.243,26.557,5.803
1715307000,49.6,92.8,976.41,73.916,23.4,23.4,5046.329,1483.137,229.026,17.079,3.524
1712314800,58.4,89.2,973.886,81.072,44.2,44.2,8675.116999999998,2551.266,489.759,52.44,11.121
1712292600,39.8,102.4,972.536,78.138,19.3,19.3,3965.572,1167.6840000000002,191.987,9.333,2.601
1711876800,53.2,92.8,975.372,85.524,11.0,11.0,2333.698,676.514,115.911,12.898,4.6259999999999994
1711848600,53.6,91.8,978.688,96.57,8.7,8.7,2220.1229999999996,635.208,72.822,6.952999999999999,1.439
1714196400,44.2,100.6,972.564,72.796,24.0,24.0,4931.23,1448.836,246.31599999999997,17.932000000000002,3.598
1714180200,61.6,90.2,974.826,62.934,41.0,41.0,7903.799999999999,2326.9970000000003,442.28,33.016999999999996,6.151
1714191600,43.6,100.8,973.59,62.132,18.4,18.4,3650.167,1076.126,189.927,10.008,2.229
1714267800,55.75,94.25,975.412,64.725,27.2,27.2,5437.905000000001,1602.5304999999998,284.429,20.8065,5.191
1714288200,46.4,99.8,972.916,68.534,8.9,8.9,1962.703,573.626,84.17,5.752000000000001,2.1630000000000003
1714532400,48.25,96.75,974.26,74.165,11.7,11.7,2669.7205000000004,773.7885,111.3525,9.255,2.876
1714539000,44.5,99.25,972.618,65.65,14.5,14.5,3136.971,911.915,142.5085,10.511,3.853
1715707800,64.5,82.25,976.875,55.188,38.7,38.7,7558.9845,2236.125,456.2685,70.58099999999999,23.8215
1715720400,63.75,84.25,976.487,57.178,30.7,30.7,6200.55,1825.905,344.9905,47.6375,14.242
1715673000,46.0,96.75,973.255,79.867,16.2,16.2,3764.4555,1094.199,149.3835,12.043,3.936
1715667600,42.0,100.6,973.358,84.048,18.3,18.3,4331.749,1256.448,163.62900000000002,12.377,4.154
1715665800,35.8,103.6,973.562,85.88,19.3,19.3,4609.9349999999995,1338.236,170.91500000000002,12.654,3.2939999999999996
1715695200,62.0,84.75,977.342,109.235,44.1,44.1,8660.6915,2568.9399999999996,488.576,54.6815,13.7145
1715668200,42.5,100.5,973.253,87.647,17.7,17.7,4294.23,1244.0375,155.875,12.7385,3.761
1715726400,65.667,81.667,977.647,90.26,58.2,58.2,13350.9135,3905.7115,545.6935,48.2915,9.48
1715741400,47.75,94.5,977.79,99.86,35.8,35.8,7218.621,2124.365,374.9285,29.234,6.53
1715815200,65.0,79.6,976.728,102.952,72.2,72.2,15624.935,4599.391,743.4670000000001,87.727,24.606
1715804400,63.8,80.6,976.244,57.84,22.5,22.5,4848.531999999999,1417.047,236.444,29.443,8.175
1715798400,63.0,81.4,976.36,53.29,21.1,21.1,4448.448,1298.573,219.776,22.654,5.6240000000000006
1714863000,64.2,78.0,975.946,101.078,65.3,65.3,14611.362,4280.104,646.51,71.57400000000001,18.497
1714858200,64.0,78.0,975.01,73.288,21.8,21.8,5041.5599999999995,1460.448,208.489,22.748,4.866
1714861200,64.0,78.0,975.564,90.764,40.5,40.5,9242.282,2688.791,396.378,45.898,11.169
1715493600,41.0,100.8,974.314,81.444,18.2,18.2,4185.145,1219.019,167.76,11.597,2.647
1715546400,64.0,82.4,975.18,60.316,31.3,31.3,6586.801,1940.392,333.889,41.47,11.52
1715515800,61.5,87.25,976.09,84.343,53.9,53.9,11332.305,3331.436,569.2660000000001,65.631,19.1125
1715476200,56.5,88.75,977.727,80.51,29.3,29.3,6321.8724999999995,1852.74,293.2345,25.8765,5.25
1715507400,51.6,93.2,974.796,120.896,74.1,74.1,13324.398,3983.262,922.477,140.04399999999998,49.545
1714930200,63.2,79.0,976.366,87.748,60.5,60.5,11738.089,3482.375,703.037,98.647,27.424999999999997
1714894200,37.6,96.2,973.286,94.758,20.9,20.9,4437.469999999999,1292.627,213.57,19.814,4.676
1714875000,47.4,92.4,976.34,91.384,30.0,30.0,6556.6810000000005,1907.249,301.326,29.61,5.954
1716859800,52.8,91.8,976.568,107.282,79.0,79.0,13985.046,4178.307000000001,925.304,88.024,26.066000000000003
1716890400,51.6,91.4,973.986,118.212,46.3,46.3,9140.315,2701.3869999999997,504.037,49.42,11.936
1716901800,61.0,85.333,975.977,70.763,75.0,75.0,14664.6285,4344.5535,831.2415000000001,88.455,22.048
1716928800,64.0,80.4,974.964,99.29,97.0,97.0,18555.383,5536.273999999999,1106.342,132.163,37.493
1716898800,60.0,86.833,975.507,95.383,79.1,79.1,15041.7085,4464.3375,909.7745,109.9285,35.6225
1715634600,63.2,81.2,975.566,54.992,41.1,41.1,7932.18,2350.5609999999997,469.462,57.287000000000006,15.556
1715566800,47.6,94.2,976.51,111.22,38.3,38.3,8197.749,2410.288,385.383,34.725,7.901
1715573400,38.6,100.6,974.784,97.994,32.5,32.5,7211.8,2111.1800000000003,310.815,22.933,4.754
1715242800,50.25,94.25,973.7,75.445,13.0,13.0,3044.2515000000003,874.51,122.9815,12.0625,3.741
1714441200,52.6,92.6,975.44,62.078,22.5,22.5,4786.909,1400.3290000000002,224.594,16.971,4.621
1714454400,44.0,99.8,973.008,58.666,19.2,19.2,4082.411,1195.127,188.801,12.69,3.719
1715838600,39.0,100.4,974.358,81.36,10.1,10.1,2475.182,712.649,87.532,7.483,2.48
1715824200,52.0,90.2,977.03,106.982,52.5,52.5,10634.886,3129.58,563.1800000000001,58.023,12.197
1716381600,60.25,85.75,975.097,98.28,23.7,23.7,5208.1555,1523.455,243.3145,30.790999999999997,8.8495
1716370800,52.6,91.2,972.58,126.01,30.1,30.1,6288.5689999999995,1847.651,330.61699999999996,47.041,13.532
1716348000,46.8,94.4,974.672,85.264,22.1,22.1,4911.017,1435.4699999999998,214.289,19.033,4.932
1715910600,52.2,92.2,976.304,75.164,15.9,15.9,3811.205,1104.0079999999998,141.19299999999998,10.456,3.689
1715936400,51.6,92.4,973.702,78.092,34.0,34.0,7386.211,2166.42,341.13800000000003,33.751,8.608
1715913000,48.2,94.2,976.18,73.548,21.6,21.6,4461.628000000001,1309.905,227.885,23.096,5.414
1716245400,62.8,81.4,975.592,113.38,36.5,36.5,8254.277,2405.978,356.178,37.789,7.806
1716024600,47.8,92.2,972.978,133.782,42.6,42.6,8493.917000000001,2498.212,485.066,67.655,20.525
1716024000,46.8,92.2,972.894,89.938,27.8,27.8,5823.058,1705.859,301.887,39.676,11.345
1716064800,64.0,80.8,974.542,93.134,8.5,8.5,2101.011,602.7950000000001,74.2,6.025,2.1790000000000003
1716050400,63.0,82.4,975.68,117.364,16.7,16.7,3967.835,1140.3870000000002,155.873,17.145,5.147
1716067200,64.0,80.8,974.854,115.09,14.4,14.4,3486.517,1000.253,129.207,12.216,3.611
1713922800,58.8,91.2,974.958,74.2,33.7,33.7,6287.5,1854.336,372.4299999999999,27.423,4.513999999999999
1713970800,67.0,85.75,974.735,102.785,41.5,41.5,8127.442499999999,2391.0535,460.4515,48.335,10.2615
1713943800,61.8,91.2,972.75,69.998,21.9,21.9,4319.882,1273.361,244.489,28.808,8.179
1715069400,40.8,96.2,973.688,84.304,71.5,71.5,12339.525,3743.055,895.21,124.604,33.97
1714987800,47.2,90.4,974.846,109.358,26.4,26.4,4816.496,1423.799,319.743,42.645,11.515
1714962000,44.2,91.8,976.882,61.934,6.2,6.2,1466.69,423.285,58.395,5.811,2.282
1714962600,44.2,92.8,976.796,56.136,6.7,6.7,1520.561,439.287,64.737,5.907,2.286
1716715800,50.6,91.4,974.834,76.684,64.3,64.3,11587.739,3454.326,764.412,88.431,22.68
1716706800,39.2,100.2,974.678,82.46,77.3,77.3,10901.542,4019.415,919.624,52.45399999999999,8.317
1716703800,38.0,100.75,975.135,99.25,109.4,109.4,15506.4225,5265.558,1382.495,119.021,35.3835
1716700200,37.4,101.8,975.666,80.222,72.5,72.5,13163.673,4262.553,773.455,48.863,10.334
1716083400,50.6,89.2,975.402,69.282,12.5,12.5,2914.21,840.027,115.006,9.185,2.823
1716100200,41.2,96.2,971.932,61.162,13.1,13.1,3636.956,1034.485,100.689,11.567,3.204
1716160800,63.0,81.4,974.806,117.738,86.7,86.7,18454.584,5417.9259999999995,888.932,89.191,21.075000000000003
1713502200,43.0,100.8,972.404,62.046,12.8,12.8,3094.687,896.74,107.435,4.784,1.122
1713492000,57.2,91.8,974.768,94.154,16.2,16.2,3934.663,1133.828,139.368,9.296,2.238
1713694800,63.0,88.4,974.208,110.714,29.0,29.0,6159.627,1797.857,308.332,38.041,8.549
1713684000,51.8,93.8,972.556,73.128,8.2,8.2,1696.235,496.659,86.681,9.674,3.4219999999999997
1716957600,36.2,102.6,974.682,69.198,35.8,35.8,7760.423,2275.219,360.04200000000003,35.16,10.574
1716955800,37.4,100.4,975.084,79.698,37.5,37.5,7877.185,2313.919,379.157,30.105,5.968
1712626800,58.6,90.4,975.668,94.742,37.6,37.6,7671.604,2248.46,397.9500000000001,38.049,8.108
1712638200,42.0,101.6,973.104,87.004,30.7,30.7,6600.361,1926.872,302.474,21.338,4.145
1712637000,43.2,100.8,973.39,95.892,33.8,33.8,7020.682000000001,2060.53,344.63599999999997,27.308,6.372
1712637600,43.2,100.8,973.326,90.426,33.1,33.1,6851.456,2006.477,346.299,33.175,8.431999999999999
1712203200,41.4,100.8,973.62,75.022,4.1,4.1,1051.063,299.746,33.812,2.5519999999999996,1.238
1712206800,42.2,101.4,972.782,75.952,4.0,4.0,1036.054,295.105,32.803,2.991,1.311
1712207400,40.8,101.6,972.694,67.752,3.6,3.6,943.2,269.597,28.476,2.3440000000000003,1.094
1712552400,37.5,103.0,972.358,101.38,24.4,24.4,5445.5985,1585.529,227.685,13.586,3.149
1712568000,60.4,89.2,971.986,85.84,33.7,33.7,6627.323,1961.957,381.452,48.386,13.382
1712551800,36.5,103.333,972.41,90.498,19.8,19.8,4474.812,1301.074,180.4275,8.92,1.8885
1712545200,46.5,96.75,974.145,102.718,25.3,25.3,5255.099,1544.525,260.675,22.274,4.5535
1712542200,48.6,96.2,974.736,85.602,21.2,21.2,4481.906999999999,1313.587,209.873,13.487,3.059
1712542800,46.8,96.2,974.694,105.628,19.6,19.6,4113.913,1203.371,193.713,11.034,2.239
1713587400,44.4,101.6,972.662,63.284,6.1,6.1,1452.449,416.493,53.991,3.852,1.67
1713574800,61.2,89.2,974.43,67.406,17.0,17.0,3838.075,1113.541,158.062,10.252,2.349
1713589200,44.6,100.6,972.142,64.76,5.3,5.3,1330.956,382.038,44.3,3.678,1.256
1713243600,39.2,102.6,974.298,81.584,7.9,7.9,2091.949,597.341,61.583,3.643,1.3969999999999998
1713184200,61.25,87.75,977.197,76.12,13.6,13.6,3121.2160000000003,907.6685,131.766,14.1365,4.3245000000000005
1711958400,54.6,90.6,973.994,86.16,13.8,13.8,2722.44,798.509,153.789,17.304000000000002,4.566000000000001
1711795800,62.6,88.4,976.626,58.716,15.8,15.8,2988.606,871.6279999999999,184.126,23.036,6.0280000000000005
1711791600,56.6,91.2,975.924,69.206,16.2,16.2,3253.989,950.971,178.006,20.135,4.559
1711792200,57.6,90.6,976.074,74.062,17.8,17.8,3646.334,1061.925,192.861,21.876,6.673
1712809200,46.2,99.8,974.448,63.634,21.6,21.6,4379.55,1292.9879999999998,215.513,9.581,1.403
1712804400,53.8,93.2,975.708,89.856,36.0,36.0,6954.246,2056.775,381.218,23.62,3.274
1713405000,56.2,90.4,976.25,78.106,4.6,4.6,1206.513,342.821,37.592,3.885,1.769
1713412800,51.6,94.6,974.81,62.598,3.9,3.9,1057.272,298.221,31.769,3.76,1.781
1716267600,37.6,99.8,973.528,87.67,22.2,22.2,5161.4169999999995,1506.899,208.341,21.040999999999997,5.199
1716279600,42.75,96.5,972.197,84.615,61.5,61.5,10880.1365,3266.8325000000004,729.895,77.8125,21.935
1712476800,51.4,95.6,970.508,76.972,8.1,8.1,1970.139,565.871,72.861,7.446,2.55
1712990400,63.2,90.6,973.112,81.658,21.5,21.5,4431.044,1299.405,228.393,24.377,6.603
1713343800,55.8,90.2,973.872,67.01,8.2,8.2,1647.619,483.654,89.91,10.47,3.926
1713328800,49.4,94.4,974.39,67.314,2.5,2.5,648.5039999999999,185.181,22.108,2.488,1.25
1713394200,65.0,82.833,975.52,148.485,51.0,51.0,11984.8175,3473.5775000000003,465.669,39.1315,6.413
1716602400,55.0,90.6,977.112,82.56,17.1,17.1,3955.323,1149.257,159.55200000000002,13.785,3.623
1716640200,60.25,85.75,977.122,73.703,21.2,21.2,4911.3099999999995,1436.6825,195.2625,16.724,4.9775
1716672600,62.4,81.6,976.358,66.322,8.7,8.7,2230.5879999999997,643.117,69.795,3.886,1.473
1716607200,48.2,95.6,976.162,75.48,13.9,13.9,3279.699,954.725,124.204,8.136,2.568
1716610800,45.4,96.2,975.786,98.256,11.5,11.5,2810.2380000000003,810.9300000000001,99.534,6.986,2.015
1712721000,42.2,100.4,975.002,69.176,23.6,23.6,4678.585999999999,1382.934,239.673,9.61,1.5619999999999998
1712736600,57.4,89.8,974.27,66.12,12.1,12.1,2529.397,742.835,119.873,7.257,1.6720000000000002
1712715600,49.8,94.6,976.054,97.312,24.1,24.1,4735.549,1395.531,249.597,13.605,2.482
1712128200,45.6,100.6,972.2,82.212,3.8,3.8,970.458,276.428,31.797,3.027,1.469
1716429000,50.6,93.4,975.65,96.958,69.4,69.4,13530.903,4015.053,743.241,58.668,13.764
1716427200,54.2,90.6,975.55,99.572,78.3,78.3,14972.452,4450.157,861.331,75.351,18.541
1716501600,63.4,82.4,974.564,74.558,53.7,53.7,10805.791,3196.9120000000003,570.569,52.325,11.779
1716431400,47.25,95.5,975.443,101.382,42.4,42.4,8741.380000000001,2575.6395,431.804,31.851999999999997,8.1365
1715404800,42.6,100.2,975.404,81.424,18.8,18.8,4122.446,1206.052,181.833,14.204,3.813
1715412600,44.0,99.8,974.228,69.508,23.7,23.7,4900.179,1447.956,261.587,36.876000000000005,12.56
1716798600,48.8,94.6,974.062,89.606,31.9,31.9,7103.728999999999,2074.7070000000003,311.498,29.792,7.456
1716799200,48.8,94.6,974.068,97.842,49.6,49.6,10128.805,3012.21,526.587,55.043,13.798000000000002
1716783600,37.4,101.2,975.3,91.348,92.8,92.8,18208.407,5477.219999999999,991.52,85.25800000000001,19.168
1715316000,36.0,103.0,974.474,99.474,32.4,32.4,6783.5689999999995,1994.707,322.118,19.753,4.7669999999999995
1715316600,36.0,102.8,974.384,90.93,33.5,33.5,7070.675,2075.839,339.799,29.366,8.799
1712290800,40.2,101.6,973.06,84.9,16.8,16.8,3422.625,1008.487,169.40300000000002,8.785,2.6639999999999997
1712288400,40.8,99.8,973.92,81.102,17.4,17.4,3435.5609999999997,1011.33,179.428,8.906,2.0620000000000003
1712292000,40.2,102.2,972.71,91.05,18.5,18.5,3798.671,1120.323,185.416,10.43,2.992
1711861800,43.0,100.8,976.144,85.572,7.2,7.2,1974.383,559.552,52.621,3.257,1.249
1714228200,64.5,86.25,976.08,87.553,28.2,28.2,5494.6515,1623.5675,307.55899999999997,28.194000000000003,7.605
1714299000,58.0,89.8,974.76,94.588,10.6,10.6,2199.326,642.9100000000001,111.262,10.776,4.225
1714282800,47.5,99.5,974.015,55.61,12.4,12.4,2642.7325,775.2475,120.01,5.59,1.765
1714265400,62.0,89.8,975.694,86.348,54.6,54.6,10752.712,3178.207,590.543,53.696,11.237
1714555200,55.0,91.8,971.518,83.424,27.4,27.4,5433.388999999999,1596.66,321.699,50.425,15.322
1715680800,56.5,88.75,974.665,123.895,39.9,39.9,8256.784,2424.9505,418.8025,40.8565,7.827500000000001
1715651400,49.8,92.4,976.314,90.716,30.8,30.8,6611.098,1939.006,308.91700000000003,28.097,6.438000000000001
1715706600,64.0,82.25,977.08,62.377,64.0,64.0,11788.526,3515.934,817.4300000000001,148.9835,62.5435
1715682600,58.0,87.667,975.147,87.267,36.6,36.6,7613.1685,2241.83,392.45,47.1165,11.757
1715710200,65.5,82.25,976.62,60.332,27.0,27.0,5296.9195,1559.1775,296.491,29.4065,7.8765
1715699400,63.0,83.5,977.438,81.205,31.6,31.6,6800.389,1991.0225,313.4685,24.699,4.876
1715676000,48.2,94.6,973.65,99.002,53.3,53.3,10302.141,3051.027,583.453,52.521,10.477
1715696400,62.5,84.5,977.2,99.093,39.9,39.9,7853.745,2322.211,435.289,43.2025,8.1195
1715662800,34.8,103.2,973.886,91.65,19.8,19.8,4736.504,1378.187,173.649,11.211,3.0469999999999997
1715814000,64.8,79.8,976.682,135.446,76.6,76.6,16297.071,4792.616,804.873,96.604,26.715
1715764200,46.0,93.2,974.922,94.664,33.2,33.2,6708.766,1974.383,370.292,47.913,14.284
1715807400,63.75,80.0,976.197,65.563,45.7,45.7,9709.5415,2858.3050000000003,506.0165,81.80250000000001,29.3135
1714611600,57.0,90.2,976.09,78.502,23.2,23.2,5138.489,1495.865,232.609,25.782,5.502000000000001
1714783800,55.2,89.2,976.298,91.988,13.2,13.2,2876.408,834.6099999999999,137.877,18.251,5.366
1714820400,57.75,85.75,974.347,89.793,20.5,20.5,4241.1385,1239.3,230.656,34.0935,10.8435
1714848000,63.4,79.8,974.922,62.06,17.2,17.2,3962.044,1146.942,165.09199999999998,17.383000000000003,4.971
1714860000,63.8,78.0,975.318,101.102,31.8,31.8,7189.741,2092.007,315.73400000000004,37.352,9.594
1714789200,45.4,93.8,975.67,90.084,17.7,17.7,3323.4390000000003,979.803,207.062,26.255000000000003,6.904
1714814400,48.0,92.75,973.212,106.147,28.8,28.8,5512.9185,1623.7424999999998,345.274,53.63849999999999,16.32
1715478000,53.2,91.2,977.618,92.36,24.9,24.9,5412.296,1586.6,243.117,18.096,4.644
1715475600,57.0,88.4,977.776,85.606,36.2,36.2,7526.769,2216.8230000000003,368.0259999999999,28.002,5.785
1715493000,41.667,100.333,974.373,75.12,23.8,23.8,5301.023499999999,1554.905,228.188,18.115,4.9185
1714951200,63.6,78.2,976.73,140.194,85.2,85.2,17554.442,5168.092000000001,909.956,101.358,24.725
1714942800,63.4,78.4,975.638,65.098,39.0,39.0,8316.575,2437.956,411.888,52.01,11.652
1714933800,63.0,80.0,975.742,50.714,50.1,50.1,9534.37,2826.812,614.3340000000001,104.677,36.134
1714951800,63.2,79.0,976.712,123.038,100.1,100.1,19937.39,5899.987999999999,1091.335,115.196,27.234
1714873800,49.8,90.6,976.458,87.956,26.2,26.2,5905.548,1717.523,256.124,26.158,5.593
1714932600,63.0,80.0,975.88,70.65,66.9,66.9,12667.296,3761.409,803.6189999999999,121.655,35.22
1714872600,53.0,89.2,976.58,90.952,38.4,38.4,7944.302,2327.461,410.7,46.867999999999995,11.88
1714949400,63.4,78.0,976.242,130.476,83.7,83.7,17769.824,5221.812,859.481,86.267,20.196
1714381800,50.2,93.8,972.878,61.028,28.9,28.9,6060.207,1772.51,312.11300000000006,40.5,11.327
1715586600,47.8,96.2,972.59,119.474,39.2,39.2,9242.058,2679.739,359.507,32.144,7.277
1715592600,51.4,93.4,973.194,111.832,64.1,64.1,12168.990000000002,3612.134,764.87,113.394,40.613
1715220000,50.0,93.6,977.024,74.132,12.8,12.8,3028.773,876.4649999999999,116.285,9.196,2.568
1715851800,49.0,91.6,974.592,127.138,32.8,32.8,6429.882,1892.724,362.467,37.882,7.791
1716411000,62.75,85.5,974.652,84.56,34.8,34.8,7006.4400000000005,2070.2875000000004,366.5965,30.956,7.664000000000001
1716344400,50.25,92.25,975.263,108.228,68.4,68.4,13265.5175,3926.7545,742.809,63.33800000000001,14.866
1716355200,37.0,101.5,973.063,86.632,27.2,27.2,5949.01,1749.9135,259.4385,16.8035,4.615
1715919600,46.0,96.2,974.814,75.824,12.4,12.4,3054.386,884.432,106.711,8.218,2.963
1715912400,49.6,93.2,976.258,70.532,12.9,12.9,3179.582,917.12,109.694,7.022,2.475
1716171600,48.0,92.75,975.368,86.198,35.2,35.2,6832.2919999999995,2018.4025,410.245,58.074,17.7965
1715998200,50.4,91.8,976.364,70.654,10.9,10.9,2724.196,787.245,92.452,6.754,2.326
1716009000,41.0,98.5,973.663,65.947,10.6,10.6,2586.934,748.884,95.1165,9.518,3.43
1716021600,44.6,94.6,972.612,72.17,21.0,21.0,4436.425,1291.624,223.383,26.709,7.252000000000001
1716025800,49.4,91.2,973.386,122.884,67.5,67.5,13831.796,4058.049,747.862,100.835,33.352000000000004
1716004800,44.2,96.2,974.804,60.946,12.2,12.2,2970.29,858.138,103.621,6.198,1.896
1715996400,51.2,91.2,976.504,70.786,13.7,13.7,3174.373,923.116,127.686,11.193,2.944
1716039000,62.0,83.75,976.04,70.89,24.8,24.8,5460.2965,1586.871,263.03999999999996,38.7415,12.1475
1713944400,62.0,89.4,972.59,74.222,24.1,24.1,4617.956,1359.753,264.976,23.243,5.557
1716516600,48.6,93.4,975.53,85.548,69.4,69.4,13302.22,3953.158,753.1990000000001,58.489,13.742
1712379000,36.4,101.6,973.066,64.466,7.5,7.5,1909.132,544.6030000000001,61.748,4.333,1.104
1715072400,49.2,91.6,974.126,110.006,110.6,110.6,19078.491,5854.584000000001,1349.65,165.014,42.003
